video_id,trending_date,title,channel_title,category_id,publish_time,tags,views,likes,dislikes,comment_count,thumbnail_link,comments_disabled,ratings_disabled,video_error_or_removed,description,,,,,,,,
UQVs2qDBe10,18.07.02,璀﹀療銇嬨倝閫冦亽銈?妗愬磶鏍勪簩/銇嶃倞銇栥亶銇堛亜銇?23,2018-02-05T11:14:07.000Z,"銇娿倐銇椼倣|""銇般亱""|""銈傘伄銇俱伃""|""銈儧""|""銈炽兂銉?|""""銈点偡銉炪兂""""|""""銉嶃偪""""|""""銉嶃偪鍕曠敾""""|""""銉愩偒""""|""""銉儙銉炪儘""""|""""銉偄銈偡銉с兂""""|""""涓€鐧恒偖銉ｃ偘""""|""""涓€鐧鸿姼""""|""""鐖嗙瑧""""|""""鐗╃湡浼?""|""""鎶辫吂绲跺€?""|""""妤姐仐銇?""|""""绗戙亪銈?""|""""闈㈢櫧""""|""""棣箍""""|""""鑺镐汉""""|""""銇嶃倞銇栥亶銇堛亜銇?""|""""銈儶銈躲偔銈ㄣ偆銈?""|""""妗愬磶鏍勪簩""""|""""濡?""""",1649451,23979,11290,4194,https://i.ytimg.com/vi/UQVs2qDBe10/default.jpg,FALSE,FALSE,FALSE,銈ゃ兂銈广偪銈般儵銉犫啋https://www.instagram.com/kirizaki_1417/?hl=ja\n\n\n妗愬磶鏍勪簩锛忋亶銈娿仏銇嶃亪銇勩仒銇с仚銆傛棩甯搞仹銇嚭鏉ヤ簨銈扽ouTube銇偄銉冦儣銉兗銉夈仐銇︺伨銇欍€俓n\n銆怲witter銆慭nhttps://mobile.twitter.com/kirizakieiji\n\n銆愩偟銉栥儊銉ｃ兂銉嶃儷銆慭nhttps://www.youtube.com/channel/UCubv...,,,,,,,,,,
cXopRwPxg2M,18.07.02,銆愩倖銇ｃ亸銈婅尪鐣€戞伒鏂瑰坊銇京璁?銇︺亶銇ㄣ亞澶儙,24,2018-02-06T08:00:01.000Z,"銇︺亶銇ㄣ亞澶儙|""銈嗐仯銇忋倞""|""瀹熸硜""|""鑼剁暘""|""銈儖銉?|""""anime""""|""""鎭垫柟宸?""|""""绡€鍒?""|""""銇婂鍙?""|""""sushi""""""",23572,602,40,655,https://i.ytimg.com/vi/cXopRwPxg2M/default.jpg,FALSE,FALSE,FALSE,鈼嗐儊銉ｃ兂銉嶃儷鐧婚尣銇亾銇°倝\nhttp://www.youtube.com/channel/UCVMvBhhCs_jZTGlHFI6Fh7w?sub_confirmation=1\n\n鈼嗐儎銈ゃ儍銈裤兗銇亾銇°倝\nhttps://twitter.com/tekitoutarou705\n\n鍕曠敾銇岄潰鐧姐亜銇ㄦ€濄仯銇︺亸銈屻仧銇裤倱銇櫔\n楂樿渚°€併偝銉°兂銉堛€併儊銉ｃ兂銉嶃儷鐧婚尣銇娿伃銇屻亜銇椼伨銇欙紒\n\n銆愪汉姘椼偡銉兗銈恒€慭n鈼嗐倖銇ｃ亸銈婇潚楝糪nhttps://www.youtube.com/playlist?list=PLrxiClxGQLl90cD2iykHS1VT6D37xZuXd\n鈼嗐偨銉笺儔锛犮偑銉炽儵銈ゃ兂\nhttps://www.youtube.com/playlist?list=PLrxiClxGQLl_A-YReWw1cC2MrsT89zNDj\n鈼嗛€叉拑銇瓪浜篭nhttps://www.youtube.com/playlist?list=PLrxiClxGQLl9yKha4kXfO3uLIcmE8QCGP\n鈼嗗儠銇亱銈堛亞灏忓鏍°伅绲跺銇亰銇嬨仐銇勶紒锛乗nhttps://www.youtube.com/playlist?list=PLrxiClxGQLl_Rbd3WFDLZjDDqhBADhXp0\n鈼嗐倖銇ｃ亸銈娿仧銇°伄銉偄銉優銈ゃ兂銈儵銉曘儓\nhttps://www.youtube.com/playlist?list=PLrxiClxGQLl_3k6V0cvsMRokgV2xEX1Vq\n\n銆愬啀鐢熴儶銈广儓銆慭n鈼嗐倖銇ｃ亸銈婅尪鐣猏nhttps://www.youtube.com/playlist?list=PLrxiClxGQLl9eI2JPng3ohSryvgqi_iVr\n鈼嗐偛銉笺儬姗熼枹閫nhttps://www.youtube.com/playlist?list=PLrxiClxGQLl_e3o7MeN21HKlRwGAsYnzv\n鈼哖C闁㈤€nhttps://www.youtube.com/playlist?list=PLrxiClxGQLl8eK35Bx_L8YvBNmD6pvL5g\n鈼嗐偣銉炪儧闁㈤€nhttps://www.youtube.com/playlist?list=PLrxiClxGQLl8DFhRbVkhKYRKPiT75WLzt\n鈼哅AD\nhttps://www.youtube.com/playlist?list=PLrxiClxGQLl-tvHwojtmkhJYRXwcrOy2B\n鈼嗗叏閮╘nhttps://www.youtube.com/playlist?list=PLrxiClxGQLl_G_NNVlfCaAJFB0CDoNTk6\n\n銆愪娇鐢ㄦソ鏇层€慭nDOVA-SYNDROME妲榟ttps://dova-s.jp/\nMusMus妲榟ttp://musmus.main.jp/\n鐢樿尪銇煶妤藉伐鎴挎http://amachamusic.chagasi.com/,,,,,,,,,
bFrhcY9exgo,18.07.02,绂忎簳鐪屻伄澶ч洩锛?8鍙风窔銇亞銆?018骞?鏈?鏃?usshiusshiusshi,22,2018-02-06T07:21:34.000Z,#澶ч洩 #绔嬨仭寰€鐢?#绂忎簳 #闁㈣タ杌婂ソ銇嶃偘銉儊銉?34020,72,19,73,https://i.ytimg.com/vi/bFrhcY9exgo/default.jpg,FALSE,FALSE,FALSE,绂忎簳鐪屽潅浜曞競涓稿病鐢轰粯杩戙伄銈堛亞銇欍€俓n8鍙风窔銇湡銈撲腑銈掓銇忋仾銈撱仸銆併€乗n\n[Twitter]銉儎銈ゃ兗銉堟嫛鏁ｃ亰椤樸亜銇椼伨銇橽nhttps://mobile.twitter.com/USJM_5150,,,,,,,,,,
bvgF6esNfeQ,18.07.02,鏈夎硛銇曘仱銇嶃伄姝诲洜銇€濄亗銈嬬梾姘椻€濄伄鍙兘鎬с亴娴笂锛?鏁般€呫伄瑷艰█銇嬨倝娴亱銇充笂銇屻倠銇濄伄鐥呮皸銇ㄣ伅鈥︼紵銆愩偠銉昏姼鑳界晫銆?銈躲兓鑺歌兘鐣?25,2018-02-06T01:40:21.000Z,"UCox1mJ3sjQvc3w3tKkxB25g|""銈躲兓鑺歌兘鐣?|""""鑺歌兘""""|""""鑺歌兘浜?""|""""鏈夎硛銇曘仱銇?""|""""銉曘偢銉嗐儸銉?""|""""銈儕銈︺兂銈点兗""""|""""鍏湪浜滃笇瀛?""|""""鐥呮皸""""|""""瑁忚┍""""|""""婵€銈勩仜""""""",121271,330,168,25,https://i.ytimg.com/vi/bvgF6esNfeQ/default.jpg,FALSE,FALSE,FALSE,鐥囩姸銇嬨倝鎺ㄦ脯銇曘倢銇熺梾榄斻伄姝ｄ綋銇ㄣ伅鈥︼紵\n鈥绘枃瀛楅€熷害銇彸涓嬨伄姝粖銉炪兗銈仹瑾挎暣銇屽彲鑳姐仹銇欍€俓n\n銈ゃ儊銈偡锛佸嫊鐢籠n鏈夎硛銇曘仱銇嶃亴鏈€寰屻伨銇х梾鐘躲倰闅犮仐閫氥仐銇熲€濄亗銈嬬悊鐢扁€濄伀娑欍亴姝伨銈夈仾銇勨€nhttps://www.youtube.com/watch?v=dqtJQAza-Mw\n\n銈偣銈广儭鍕曠敾\n鏈夎硛銇曘仱銇嶃仌銈撴€ユ銇笁瀹呫偄銉娿亴鍎仐銇忚獮銇ｃ仧鈥濄亗銈嬩竴瑷€鈥濄伀娑欍亴姝伨銈夈仾銇勩兓銉汇兓杌介儴銈儕銈傚彿娉ｅ繀鑷砛nhttps://www.youtube.com/watch?v=C9Efqx-gfdg\n\n鏈夎硛銇曘仱銇嶃仌銈撱伄姝诲洜銇嬨倷銉忋儍銈儶銇椼仾銇勭悊鐢盶nhttps://www.youtube.com/watch?v=9EAP1aKVnLI\n\n鏈夎硛銇曘仱銇嶃亴绐佺劧銇€ユ锛佺梾姘椼倰闅犮仐銇熺悊鐢便伀琛濇拑璧般倠锛佷笘銇腑銈掔炕寮勩仐銇熷崐鐢熴倐寰瑰簳瑙ｅ墫銉汇兓銉汇€愰亾鐢ｅ瓙銈淬偡銉冦儣銉併儯銉炽儘銉€慭nhttps://www.youtube.com/watch?v=SBbidP6pbhY\n\n璨翠箖鑺便伀1绁ㄣ倰鎶曘仒銇熼櫍骞曡Κ鏂广伕銇€濆牨寰┾€濄倰鐩告挷鍗斾細銇岀敾绛栥亱锛侊紵銇嬨仱銇︺€岃泊銇贡銆嶃倰鏀寔銇椼仧璨撮棙鍔涖倐鎭ㄣ伩銈掕卜銇勨€nhttps://www.youtube.com/watch?v=x_AW0X-yNYQ,,,,,,,,,,
ylojY8-BfWU,18.07.02,妤嫏鐢ㄣ偣銉笺儜銉笺伄銇娿仚銇欍倎鍝併仹銈儸銉炽偢銇旈／銆恔attyanneru銆?kattyanneru/銇嬨仯銇°們銈撱伃銈?26,2018-02-06T08:00:02.000Z,[none],51006,1044,87,156,https://i.ytimg.com/vi/ylojY8-BfWU/default.jpg,FALSE,FALSE,FALSE,銆愩儊銉ｃ兂銉嶃儷鐧婚尣銈堛倣銇椼亸銇婇銇勩仐銇俱仚锛佲啋https://goo.gl/YvJo5a\n銆慭n\n\n鈻笺€宼witter銆嶁柤\nhttp://twitter.com/_yuka1011\n\n鈻笺€孎acebook銆嶁柤\nhttps://www.facebook.com/Kattyanneru1011\n\n鈻笺€屻儎銈ゃ偔銉ｃ偣銆嶁柤\nhttp://twitcasting.tv/_yuka1011\n\n鈻糼attyan銇嚜鐢辨皸銇俱伨銇儢銉偘鈻糪nhttp://kattyanneru1011.blog.fc2.com/\n\n鈻糼attyan銈儭銉栥儹鈻糪nhttp://ameblo.jp/kattyan-1011/\n\n鈻笺亰浠曚簨銇仈渚濋牸銇亾銇°倝銇嬨倝銇婇銇勮嚧銇椼伨銇欍€傗柤\nkattyan248@gmail.com\n\n\n銆堜富銇娇鐢ㄣ仐銇︺亜銈婤GM銈点偆銉堛€塡n鐢樿尪銇煶妤藉伐鎴縗nhttp://amachamusic.chagasi.com/\n\nDOVA-SYNDROME\nhttp://dova-s.jp/\n\n闊虫ソ銇嵉\nhttp://ontama-m.com/\n\nYoutube銈兗銉囥偅銈儵銈ゃ儢銉┿儶\n\n\n鈥讳笂瑷楢mazon銉兂銈伅銈偨銈枫偍銈ゃ儓銉兂銈倰浣跨敤銇椼仸銇勩伨銇欍€?,,,,,,,,,,
zr99xwEg6Pg,18.07.02,鍝€鎮笺€庢湁璩€銇曘仱銇嶃€忋仌銈?鏈€寰屻伄TV鐣祫锝炶▋鍫卞牨閬撶暘绲勶綖閫熷牨锛?澶╀娇銇ㄦ偑榄斻伄澹癈h,25,2018-02-05T19:25:30.000Z,"http://ur0.pw/EzTC|""YouTube""|""鏈夎硛銇曘仱銇?|""""鏈€寰屻伄TV鐣祫""""""",98294,80,39,35,https://i.ytimg.com/vi/zr99xwEg6Pg/default.jpg,FALSE,FALSE,FALSE,銉併儯銉炽儘銉櫥閷层亰椤樸亜銇椼伨銇橽nhttp://bit.ly/2tvgB3b\n4鏃ャ伄鏀鹃€併仹銇亜銇ゃ倐銇ㄥ銈忋倝銇亜\n绗戦銇с伄鍑烘紨銇屾渶寰屻伄銉嗐儸銉撳嚭婕斻仺銇仯銇︺仐銇俱仯銇熴兓銉汇兓\n\n鏈夎硛銇曘仱銇嶃仌銈撹拷鎮笺伄澹般儘銉冦儓銇⊕鐒躲仺銇仯銇?,,,,,,,,,
u1LbK98Yphs,18.07.02,鏈夎硛銇曘仱銇嶃伄浜嬩欢銇銇椼€佸厓鏃﹂偅銇屾斁銇ｃ仧銆屻亗銈嬩竴瑷€銆嶃伀銉曘偂銉炽亱銈夋稒銇祼鈥︺€恗ayu銆?mayu,24,2018-02-06T06:40:12.000Z,"濂冲瓙銈儕|""鏈夎硛銇曘仱銇?|""""濂冲瓙銈儕銈︺兂銈点兗""""|""""鏈夊悕浜?""|""""銈偆銉夈儷銈儕""""|""""mayu""""|""""鍜岀敯鍦?""|""""鏈夎硛銇曘仱銇?濞?""""",43853,0,0,13,https://i.ytimg.com/vi/u1LbK98Yphs/default.jpg,FALSE,TRUE,FALSE,鈫撱伄URL銇嬨倝銉併儯銉炽儘銉櫥閷层倰銇婇銇勩仐銇俱仚锛乗nhttp://www.youtube.com/channel/UCak2blC5h1KtouOmkX0aF_A?sub_confirmation=1\n\n\n闁㈤€ｅ嫊鐢籠n鏈夎硛銇曘仱銇嶃伄濞樸亴鏄庛亱銇椼仧銆屾瘝銇嬨倝瀛︺倱銇犮亾銇ㄣ€嶃伀澶т笅銈儕銇屾稒..銆俓nhttps://www.youtube.com/watch?v=HN7qf8v2BVM\n\n\n鏈夎硛銇曘仱銇嶃伀銇ゃ亜銇﹀ぇ涓嬨偄銉娿亴瑾炪仯銇熲€炽亗銈嬪嚭鏉ヤ簨鈥炽伀娑橽nhttps://www.youtube.com/watch?v=VjnOYuGhvK0\n\n鏈夎硛銇曘仱銇嶃仌銈撱€屽垜鍕欐墍銇伅銇勩倠銇ゃ倐銈娿仹绲愬銆嶃仐銇熺悊鐢便仺銇紵\nhttps://www.youtube.com/watch?v=Wd6niwdAyZY,,,,,,,,,
29Gd024WhDA,18.07.02,銉兗銉嬨兂銈般偝銉笺儝銉?0th Anniversary Ver. / 銉兗銉嬨兂銈板銆?18,MOR,22,2018-02-05T16:17:54.000Z,[none],28545,506,37,140,https://i.ytimg.com/vi/29Gd024WhDA/default.jpg,FALSE,FALSE,FALSE,The Girls Live 銈广偪銈搞偑銉┿偆銉栥€€ \nMorningMusume'18,,,,,,,,
iP3symHIsUs,18.07.02,銉屻儭銉兂绗?鍥炲ぇ浼氫簣閬?鍦熺敯鏅冧箣 VS 涓敯鏁﹀溅,yomogi Brooklyn,24,2018-02-06T08:00:02.000Z,"銉屻儭銉兂|""NumerOn""|""numeron""|""瀹囨不鍘熷彶鍓?|""""鐪為崑銇嬨倰銈?""|""""涓婂湴闆勮紨""""|""""涓敯鏁﹀溅""""|""""鏄ユ棩淇婂桨""""|""""鍦熺敯鏅冧箣""""|""""銉愩儕銉娿優銉?""|""""瑷ソ绲?""|""""鏃ユ潙鍕囩磤""""|""""銉曘偢銉嗐儸銉?""""",18025,56,7,46,https://i.ytimg.com/vi/iP3symHIsUs/default.jpg,FALSE,FALSE,FALSE,銉屻儭銉兂绗?鍥炲ぇ浼氫簣閬窧銉栥儹銉冦偗绗笁瑭﹀悎\n\n銇旀敞鎰忥紒锛佲啌\n绗?鍥炪伄姹哄嫕銇嫊鐢汇仹銇欍亴銆佹棦銇偄銉冦儣銇曘倢銇︺亜銈嬫柟銇屻亜銈夈仯銇椼們銇勩伨銇欍伄銇с亾銇儊銉ｃ兂銉嶃儷銇с伅鏀广倎銇︺偄銉冦儣鑷淬仐銇俱仜銈撱€?,,,,,,,,
0aH2JyPKkcQ,18.07.02,2018骞?鍏ㄦ棩鏈儵銉兗閬告墜妯?绗紤鎴?瀣亱銉荤兢棣?JRCAVideo,2,2018-02-06T00:46:12.000Z,"銉┿儶銉紎""Rally""|""鍏ㄦ棩鏈儵銉兗""|""鍏ㄦ棩鏈儵銉兗閬告墜妯?|""""JRC""""|""""Japanese Rally Championship""""|""""JRCA""""|""""瀣亱""""|""""缇らΜ""""""",12637,288,3,21,https://i.ytimg.com/vi/0aH2JyPKkcQ/default.jpg,FALSE,FALSE,FALSE,"2018骞?鍏ㄦ棩鏈儵銉兗閬告墜妯?绗紤鎴?瀣亱銉荤兢棣琝nInternational Rally of Tsumagoi @ Gunma, Japan.\n\nJRCA 鍏紡銈点偆銉堬細 http://www.jrca.gr.jp/\nJRCA 閫熷牨鍕曠敾锛?http://www.youtube.com/user/JRCAVideo\n澶т細鍏紡銈点偆銉堬細 https://rally-tsumagoi.com/",,,,,,,,,
B_v4nRnOs4A,18.07.02,鏈堟洔銇嬨倝澶溿伒銇嬨仐 2018骞?鏈?鏃?Glenn Upshaw,22,2018-02-05T16:38:06.000Z,鏈堟洔銇嬨倝澶溿伒銇嬨仐,91931,235,96,71,https://i.ytimg.com/vi/B_v4nRnOs4A/default.jpg,FALSE,FALSE,FALSE,鏈堟洔銇嬨倝澶溿伒銇嬨仐 2018骞?鏈?鏃?,,,,,,,,,
pVxOVlm_lE8,18.07.02,Marvel Studios鈥?Avengers: Infinity War - Big Game Spot,Marvel Entertainment,24,2018-02-05T02:12:09.000Z,"marvel|""comics""|""comic books""|""nerdy""|""geeky""|""super hero""|""superhero""|""marvel studios""|""infinity war""|""super bowl""|""avengers: infinity war""|""chris evans""|""chadwick boseman""|""black panther""|""black widow""|""scarlett johansson""|""groot""|""thanos""|""winter solider""|""bucky barnes""|""guardians of the galaxy""|""thor""|""mcu""|""spider-man""|""spider man""|""benedict cumberbatch""|""dr. strange""|""doctor strange""|""peter parker""|""tom holland""|""tony stark""|""iron man""|""robert downey junior""|""robert downey jr""|""hulk""|""the incredible hulk""",12908071,290084,5326,26863,https://i.ytimg.com/vi/pVxOVlm_lE8/default.jpg,FALSE,FALSE,FALSE,An entire universe. Once and for all. #InfinityWar\n\n鈻?Subscribe to Marvel: http://bit.ly/WeO3YJ\n\nFollow Marvel on Twitter: 鈥猦ttps://twitter.com/marvel\nLike Marvel on FaceBook: 鈥猦ttps://www.facebook.com/Marvel,,,,,,,,
_C1pZ0KL0MM,18.07.02,銆愭湀鏇溿亱銈夊銇点亱銇椼€戦亷婵€銇ф湁鍚嶃仾娌栫竸銇垚浜哄紡銈掕鏌?sentan,23,2018-02-05T17:30:00.000Z,"鏈堟洔銇嬨倝澶溿伒銇嬨仐|""銉炪儎銈?|""""鏉戜笂""""|""""鏈堟洔""""|""""澶溿伒銇嬨仐""""""",60140,185,36,89,https://i.ytimg.com/vi/_C1pZ0KL0MM/default.jpg,FALSE,FALSE,FALSE,鏈堟洔銇嬨倝澶溿伒銇嬨仐 2018.02.05\n2018骞淬伄鎴愪汉寮忋倰瑾挎熁銇椼仧浠?,,,,,,,,,
6sexVZpv5RI,18.07.02,銆愩偄銈偄銉偊銉犮€戙偟銉嗐儵銈ゃ儓鍏ㄩ儴璨枫仯銇︺伩銇?銇撱亞銇°們銇屻兗銇с倱,15,2018-02-06T08:00:01.000Z,"銈偗銈儶銈︺儬|""銈点儐銉┿偆銉圫""|""銈点儐銉┿偆銉圡""|""銈点儐銉┿偆銉圠""",9854,227,22,94,https://i.ytimg.com/vi/6sexVZpv5RI/default.jpg,FALSE,FALSE,FALSE,S銇娇銇勫嫕鎵嬨亴鍑勩亜銈堛仌銇濄亞銉汇兓鈾猏n浠婃棩銇儵銉嗐仭銈冦倱銇ㄣ仈绱逛粙銇с仚銆俓n鈥汇儥銈裤伅鍙ｅ懠鍚搞伄闁撻仌銇勩仹銇橽n\n銆愩偄銈偄銉偊銉犲啀鐢熴儶銈广儓銆慭nhttps://www.youtube.com/playlist?list=PLQJO7uKfCEKlUg-x4QteJrgVY6RUlZruT\n\n銆愩儮銉儮銉冦儓Guineapig鍐嶇敓銉偣銉堛€慭nhttps://www.youtube.com/playlist?list=PLQJO7uKfCEKl-P34IE47gkyNS5xxqivhd\n\n銈堛亼銈屻伆銉併儯銉炽儘銉櫥閷层亰椤樸亜銇椼伨銇欌櫔\n\n鍕曠敾銇洿鏂版儏鍫便伅銉勩偆銉冦偪銉笺仹锛乗nhttps://twitter.com/Kohcha_garden\n\n涓汇伀鍒╃敤銇椼仸銇勩倠BGM銇⊿E\nDOVA-SYNDROME\nhttp://dova-s.jp/\n\n榄旂帇榄俓nhttp://maoudamashii.jokersounds.com/,,,,,,,,,
vmd4px8348Y,18.07.02,DVD銆庛儮銉笺儖銉炽偘濞樸€傗€?7 銈儶銈广優銈笷C銈ゃ儥銉炽儓 锝炪儣銉儮銉嬨€?锝炪€?UFfanclub,24,2018-02-06T02:54:08.000Z,[none],23903,405,16,50,https://i.ytimg.com/vi/vmd4px8348Y/default.jpg,FALSE,FALSE,FALSE,Hello! Project 銉曘偂銉炽偗銉┿儢浼氬摗闄愬畾閫氫俊璨╁２鍟嗗搧銆俓n鍙椾粯绶犲垏鏃ワ細2018骞?鏈?8鏃?姘?\nhttp://www.up-fc.jp/helloproject/\n\n13浜轰綋鍒躲仺銇倞鍒濄伄FC銈ゃ儥銉炽儓銇ㄣ仾銇ｃ仧浠婂洖銇偗銉偣銉炪偣銈ゃ儥銉炽儓銇€佸叏鍏紨2銉併兗銉犮伀鍒嗐亱銈屻仸銇儊銉笺儬鎴︺仹琛屻仾銈忋倢銇俱仐銇燂紒銆屽叏鍔涖伌銇ｃ仧銈婂悎銈忋仜銇俱仐銈囥亞銆嶃倓銆併€屽叏鍔涜兏銈儱銉冲嵄姗熶竴楂€嶃€併€屽叏鍔涖偢銈с偣銉併儯銉间紳瑷€銆嶃仾銇┿€併儭銉炽儛銉笺伩銈撱仾鍏ㄥ姏銇с偛銉笺儬銇儊銉ｃ儸銉炽偢銇椼仸銇勩伨銇椼仧锛併仢銇椼仸鏈€寰屻伀銇儭銉炽儛銉笺伀銈点儣銉┿偆銈恒仹妞呭瓙鍙栥倞銈层兗銉犮倐锛?,,,,,,,,,
kKt7R582Umk,18.07.02,銈层偣銉?鏈?鏃?銉炪兗銈便儍銉堛偄銉娿儶銈广儓銆€鑽掗噹 娴┿仌銈?stockvoice,25,2018-02-06T05:36:59.000Z,[none],12463,0,0,0,https://i.ytimg.com/vi/kKt7R582Umk/default.jpg,TRUE,TRUE,FALSE,銆屾澅浜優銉笺偙銉冦儓銉偆銉夈€嶃偛銈广儓銈炽兗銉娿兗\n\n銈层偣銉?銉炪兗銈便儍銉堛偄銉娿儶銈广儓銆€鑽掗噹 娴┿仌銈揬n\n銈广儓銉冦偗銉溿偆銈筡nhttp://www.stockvoice.jp/,,,,,,,,,
9D2iNVZ9kJk,18.07.02,鐒¤ū鍙挳褰憋紵2018骞淬倐銈搞儯銉冦偒銉儢銉笺偣銇岀啽銇勩儛銈わ紒銉°偓銉濄兂銉戙儔銉笺儷銆佸窛宄躲偣銈ｃ儍銈枫儯銉笺€併優銉笺儮銉椼儹銉冦儣銆併儚銈裤儊銉ャ兗銆併偣銉斻兂銈兇銈°儊銉с儠銉儍銈扮垂浠嬶紒,銉愩偣閲ｃ倞 銉儍銉夈優銉砊V in閬犺硛宸?17,2018-02-06T07:50:54.000Z,"銉愩偣閲ｃ倞|""閬犺硛宸?|""""銉儍銉夈優銉?""|""""銈广償銉炽偓銉淬偂銉併儳銉曘儹銉冦偘""""|""""銉忋偪銉併儱銉?""|""""銉炪兗銉儣銉儍銉?""|""""銉°偓銉濄兂銉戙儔銉笺儷""""|""""宸濆扯銈广偅銉冦偡銉ｃ兗""""|""""绉︽嫇棣?""|""""灏忛噹淇婇儙""""|""""銈搞儯銉冦偒銉?""|""""銉€銈︺偠銉间亢閬斻€?""|""""澶ч槳銉曘偅銉冦偡銉炽偘銈枫儳銉?""""",5815,48,19,17,https://i.ytimg.com/vi/9D2iNVZ9kJk/default.jpg,FALSE,FALSE,FALSE,銉儍銉夈優銉砏EB銈点偆銉圽nhttp://www.rod-man.jp/\n\n姣庢棩鏇存柊銆€銉儍銉夈優銉炽儢銉偘\nhttp://www.rod-man.jp/blog/\n\nTwittter銆€銈偆銉夈倓銇娿亱銇ｃ伇銈婂ぇ浼氥儶銈儷銈裤偆銉犳洿鏂般仹銇欍€俓nhttps://twitter.com/rodmandesu\n\n銉儍銉夈優銉矲acebook銉氥兗銈竆nhttp://www.facebook.com/rodman.jp\n\n銆愩儹銉冦儔銉炪兂绱逛粙銆慭n銆€銉籘EL/FAX 093-982-1586\n銆€銉诲钩鏃ャ兓鏃ャ兓绁棩銆€12銆?9鏅傘€€\n銆€銉诲畾浼戞棩銆€姘存洔鏃ワ紙绁棩銇柖妤級\n銆€銉汇儛銈广儨銉笺儓浣跨敤銇仩璩€宸濄儛銈归嚕銈娿偓銈ゃ儔銈点兗銉撱偣\n銆€銆€http://www.rod-man.jp/?page_id=5363銆€\n銆€銉婚仩璩€宸濄偄銉儫銉兂銈裤儷銉溿兗銉堛倐銇傘倞銇俱仚\n銆€銆€http://www.rod-man.jp/?page_id=5365\n\n銉栥儵銉冦偗銉愩偣閲ｃ倞銇屽ぇ濂姐亶銇ц嚜鍒嗐仹銉偄銉笺偡銉с儍銉椼倰銇仒銈併仸銇椼伨銇勩伨銇椼仧銆俓n灏忋仌銇勩亰搴椼仹銇欍亴閬犺硛宸濋嚕銈岀瓔銉偄銉笺伄鍝佹弮銇堛伀銇嚜淇°亴銇傘倞銇俱仚锛乗n閫氫俊璨╁２銈?400鍐嗕互涓娿亰璨枫亜涓娿亽銇ч€佹枡鐒℃枡銇仸濂借鐧洪€佷腑锛乗nWEB銈点偆銉堛倐鏄潪瑕嬨仸銇忋仩銇曘亜銇紒\nhttp://www.rod-man.jp/\n\n銆愬彇銈婃壉銇勩儭銉笺偒銉笺€慭nO.S.P銆€銈搞儯銉冦偒銉€€銈ゃ優銈儎銆€銈ㄣ儛銉笺偘銉兗銉炽€€銉偆銉夈偢銉ｃ儜銉炽€€DSTYLE銆€ZAPPU 銆€T.H.銈裤儍銈儷銆€銉°偓銉愩偣銆€銈枫優銉庛€€銉€銈ゃ儻銆€銉曘偅銉冦偡銉ャ偄銉兗銆€銉愩兗銈儸銈ゃ€€銈层兗銉兗銆€銈便偆銉嗐儍銈€€銈点儻銉犮儵銆€銉欍偆銉堛儢銉偣銆€銆€銈兂銈儵銉曘儓銆€銉囥儣銈广€€鏉便儸銆€ZPI 銆€銈搞儍銉椼儥銈ゃ儎銆€銈广儐銈ｃ兗銉儚銉炽儓銆€ZEAL 銈点兂銉┿偆銉炽€€FINA NBC銉堛兗銉娿儭銉炽儓鐢ㄥ搧 銇濄伄浠栥€併亰鍙栥倞瀵勩仜銇婃皸杌姐伀銇旂浉璜囦笅銇曘亜銇俱仜銆?,,,,,,,,,
